ID,Species,Population,Region,State,Replicate,Strat Length,Strat Temp,Strat Treat,Inc Temp,TreatID,Total Germ,Viable,Dead,Total Viable,VAG,bio1,bio2,bio4,bio8,bio12,bio15,bio18
PAMU1-7(4),Packera_multilobata,UT,Arch Rock,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",24,0,1,24,1,101,152,9225,169,266,23,69
PAMU1-8(4),Packera_multilobata,UT,Arch Rock,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",19,0,6,19,1,101,152,9225,169,266,23,69
PAMU2-1(4),Packera_multilobata,AZ,Griffiths,AZ,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",18,0,7,18,1,82,165,7153,173,564,37,158
PAMU2-2(4),Packera_multilobata,AZ,Griffiths,AZ,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",21,1,3,22,0.95,82,165,7153,173,564,37,158
PAMU2-3(4),Packera_multilobata,AZ,Griffiths,AZ,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",20,0,5,20,1,82,165,7153,173,564,37,158
PAMU2-4(4),Packera_multilobata,AZ,Griffiths,AZ,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",21,1,3,22,0.95,82,165,7153,173,564,37,158
PAMU2-5(4),Packera_multilobata,AZ,Griffiths,AZ,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,0,4,21,1,82,165,7153,173,564,37,158
PAMU2-6(4),Packera_multilobata,AZ,Griffiths,AZ,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",23,2,0,25,0.92,82,165,7153,173,564,37,158
PAMU2-7(4),Packera_multilobata,AZ,Griffiths,AZ,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",24,0,1,24,1,82,165,7153,173,564,37,158
PAMU2-8(4),Packera_multilobata,AZ,Griffiths,AZ,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",25,0,0,25,1,82,165,7153,173,564,37,158
MATA1-1(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",13,6,5,19,0.68,112,166,9811,183,210,24,54
MATA1-2(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",10,11,4,21,0.48,112,166,9811,183,210,24,54
MATA1-3(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",7,11,7,18,0.39,112,166,9811,183,210,24,54
MATA1-4(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",11,11,3,22,0.5,112,166,9811,183,210,24,54
MATA1-5(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",15,9,2,24,0.63,112,166,9811,183,210,24,54
MATA1-6(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",13,5,7,18,0.72,112,166,9811,183,210,24,54
MATA1-7(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",7,14,5,21,0.33,112,166,9811,183,210,24,54
MATA1-8(1),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",16,3,6,19,0.84,112,166,9811,183,210,24,54
MATA2-1(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",12,4,9,16,0.75,116,155,9216,226,177,34,56
MATA2-2(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",12,9,4,21,0.57,116,155,9216,226,177,34,56
MATA2-3(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",11,8,5,19,0.58,116,155,9216,226,177,34,56
MATA2-4(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",16,0,9,16,1,116,155,9216,226,177,34,56
MATA2-5(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",9,1,14,10,0.9,116,155,9216,226,177,34,56
MATA2-6(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",15,1,9,16,0.94,116,155,9216,226,177,34,56
MATA2-7(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",14,7,4,21,0.67,116,155,9216,226,177,34,56
MATA2-8(1),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",16,5,4,21,0.76,116,155,9216,226,177,34,56
MATA4-1(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",20,4,1,24,0.83,78,194,6539,159,529,61,217
MATA4-2(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,3,2,25,0.88,78,194,6539,159,529,61,217
MATA4-3(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",19,6,2,25,0.76,78,194,6539,159,529,61,217
MATA4-4(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",15,9,2,24,0.63,78,194,6539,159,529,61,217
MATA4-5(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",16,7,2,23,0.7,78,194,6539,159,529,61,217
MATA4-6(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",16,1,10,17,0.94,78,194,6539,159,529,61,217
MATA4-7(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",13,7,6,20,0.65,78,194,6539,159,529,61,217
MATA4-8(1),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",18,0,9,18,1,78,194,6539,159,529,61,217
MATA5-1(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,0,25,1,160,180,7506,247,240,74,112
MATA5-2(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,1,25,1,160,180,7506,247,240,74,112
MATA5-3(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,0,4,21,1,160,180,7506,247,240,74,112
MATA5-4(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",24,0,1,24,1,160,180,7506,247,240,74,112
MATA5-5(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",23,0,2,23,1,160,180,7506,247,240,74,112
MATA5-6(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,1,24,1,160,180,7506,247,240,74,112
MATA5-7(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,2,24,1,160,180,7506,247,240,74,112
MATA5-8(1),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,2,24,1,160,180,7506,247,240,74,112
MATA1-1(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",6,9,10,15,0.4,112,166,9811,183,210,24,54
MATA1-2(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",8,12,5,20,0.4,112,166,9811,183,210,24,54
MATA1-3(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",12,6,7,18,0.67,112,166,9811,183,210,24,54
MATA1-4(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",13,12,0,25,0.52,112,166,9811,183,210,24,54
MATA1-5(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",16,6,3,22,0.73,112,166,9811,183,210,24,54
MATA1-6(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",18,6,1,24,0.75,112,166,9811,183,210,24,54
MATA1-7(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",12,7,6,19,0.63,112,166,9811,183,210,24,54
MATA1-8(2),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",6,6,13,12,0.5,112,166,9811,183,210,24,54
MATA2-1(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",12,8,5,20,0.6,116,155,9216,226,177,34,56
MATA2-2(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",15,5,5,20,0.75,116,155,9216,226,177,34,56
MATA2-3(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",11,9,5,20,0.55,116,155,9216,226,177,34,56
MATA2-4(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",8,7,10,15,0.53,116,155,9216,226,177,34,56
MATA2-5(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",12,3,10,15,0.8,116,155,9216,226,177,34,56
MATA2-6(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",10,7,8,17,0.59,116,155,9216,226,177,34,56
MATA2-7(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",10,6,9,16,0.63,116,155,9216,226,177,34,56
MATA2-8(2),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",11,4,10,15,0.73,116,155,9216,226,177,34,56
MATA4-1(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",12,13,0,25,0.48,78,194,6539,159,529,61,217
MATA4-2(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",19,6,1,25,0.76,78,194,6539,159,529,61,217
MATA4-3(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",13,7,5,20,0.65,78,194,6539,159,529,61,217
MATA4-4(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",15,3,7,18,0.83,78,194,6539,159,529,61,217
MATA4-5(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",10,11,4,21,0.48,78,194,6539,159,529,61,217
MATA4-6(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",14,10,1,24,0.58,78,194,6539,159,529,61,217
MATA4-7(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",9,16,0,25,0.36,78,194,6539,159,529,61,217
MATA4-8(2),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",12,11,2,23,0.52,78,194,6539,159,529,61,217
MATA5-1(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",23,0,2,23,1,160,180,7506,247,240,74,112
MATA5-2(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",23,1,1,24,0.96,160,180,7506,247,240,74,112
MATA5-3(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",24,1,0,25,0.96,160,180,7506,247,240,74,112
MATA5-4(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",21,0,3,21,1,160,180,7506,247,240,74,112
MATA5-5(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,1,2,24,0.96,160,180,7506,247,240,74,112
MATA5-6(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,1,1,24,0.96,160,180,7506,247,240,74,112
MATA5-7(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",24,0,1,24,1,160,180,7506,247,240,74,112
MATA5-8(2),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,0,4,23,1,160,180,7506,247,240,74,112
MATA1-1(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",15,2,8,17,0.88,112,166,9811,183,210,24,54
MATA1-2(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",18,2,5,20,0.9,112,166,9811,183,210,24,54
MATA1-3(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",18,1,6,19,0.95,112,166,9811,183,210,24,54
MATA1-4(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",13,2,10,15,0.87,112,166,9811,183,210,24,54
MATA1-5(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",17,2,6,19,0.89,112,166,9811,183,210,24,54
MATA1-6(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",13,3,9,16,0.81,112,166,9811,183,210,24,54
MATA1-7(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",16,3,6,19,0.84,112,166,9811,183,210,24,54
MATA1-8(3),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",17,3,5,20,0.85,112,166,9811,183,210,24,54
MATA2-1(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",4,10,11,14,0.29,116,155,9216,226,177,34,56
MATA2-2(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",8,11,6,19,0.42,116,155,9216,226,177,34,56
MATA2-3(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",9,5,11,14,0.64,116,155,9216,226,177,34,56
MATA2-4(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",13,7,5,20,0.65,116,155,9216,226,177,34,56
MATA2-5(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",7,6,12,13,0.54,116,155,9216,226,177,34,56
MATA2-6(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",8,4,13,12,0.67,116,155,9216,226,177,34,56
MATA2-7(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",7,10,8,17,0.41,116,155,9216,226,177,34,56
MATA2-8(3),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",4,3,18,7,0.57,116,155,9216,226,177,34,56
MATA4-1(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",10,8,7,18,0.56,78,194,6539,159,529,61,217
MATA4-2(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",12,9,4,21,0.57,78,194,6539,159,529,61,217
MATA4-3(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",8,7,10,15,0.53,78,194,6539,159,529,61,217
MATA4-4(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",11,8,6,19,0.58,78,194,6539,159,529,61,217
MATA4-5(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",4,16,5,20,0.2,78,194,6539,159,529,61,217
MATA4-6(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",4,16,5,20,0.2,78,194,6539,159,529,61,217
MATA4-7(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",2,20,4,22,0.09,78,194,6539,159,529,61,217
MATA4-8(3),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",2,18,5,20,0.1,78,194,6539,159,529,61,217
MATA5-1(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",21,2,2,23,0.91,160,180,7506,247,240,74,112
MATA5-2(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",22,0,2,22,1,160,180,7506,247,240,74,112
MATA5-3(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",21,0,4,21,1,160,180,7506,247,240,74,112
MATA5-4(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",23,0,3,23,1,160,180,7506,247,240,74,112
MATA5-5(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",20,5,0,25,0.8,160,180,7506,247,240,74,112
MATA5-6(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,4,2,22,0.82,160,180,7506,247,240,74,112
MATA5-7(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",19,2,4,21,0.9,160,180,7506,247,240,74,112
MATA5-8(3),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",21,3,1,24,0.88,160,180,7506,247,240,74,112
MATA1-1(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",14,7,4,21,0.67,112,166,9811,183,210,24,54
MATA1-2(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",17,4,4,21,0.81,112,166,9811,183,210,24,54
MATA1-3(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",16,9,0,25,0.64,112,166,9811,183,210,24,54
MATA1-4(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",21,4,0,25,0.84,112,166,9811,183,210,24,54
MATA1-5(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,1,3,22,0.95,112,166,9811,183,210,24,54
MATA1-6(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",19,1,5,20,0.95,112,166,9811,183,210,24,54
MATA1-7(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",20,4,1,24,0.83,112,166,9811,183,210,24,54
MATA1-8(4),Machaeranthera_tanacetifolia,UT1,Grand,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",20,4,2,24,0.83,112,166,9811,183,210,24,54
MATA2-1(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",11,8,6,19,0.58,116,155,9216,226,177,34,56
MATA2-2(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",13,4,8,17,0.76,116,155,9216,226,177,34,56
MATA2-3(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",20,2,3,22,0.91,116,155,9216,226,177,34,56
MATA2-4(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",16,5,4,21,0.76,116,155,9216,226,177,34,56
MATA2-5(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",15,1,9,16,0.94,116,155,9216,226,177,34,56
MATA2-6(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",20,0,5,20,1,116,155,9216,226,177,34,56
MATA2-7(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",17,0,8,17,1,116,155,9216,226,177,34,56
MATA2-8(4),Machaeranthera_tanacetifolia,UT2,Garfield,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",13,4,8,17,0.76,116,155,9216,226,177,34,56
MATA4-1(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",16,8,1,24,0.67,78,194,6539,159,529,61,217
MATA4-2(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",20,3,2,23,0.87,78,194,6539,159,529,61,217
MATA4-3(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",13,9,3,22,0.59,78,194,6539,159,529,61,217
MATA4-4(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",16,8,2,24,0.67,78,194,6539,159,529,61,217
MATA4-5(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",13,7,5,20,0.65,78,194,6539,159,529,61,217
MATA4-6(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",10,5,10,15,0.67,78,194,6539,159,529,61,217
MATA4-7(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",16,8,1,24,0.67,78,194,6539,159,529,61,217
MATA4-8(4),Machaeranthera_tanacetifolia,NM1,Pleasanton,NM,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",14,8,3,22,0.64,78,194,6539,159,529,61,217
MATA5-1(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",24,1,0,25,0.96,160,180,7506,247,240,74,112
MATA5-2(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",23,0,1,23,1,160,180,7506,247,240,74,112
MATA5-3(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",24,1,0,25,0.96,160,180,7506,247,240,74,112
MATA5-4(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",23,0,1,23,1,160,180,7506,247,240,74,112
MATA5-5(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",19,4,2,23,0.83,160,180,7506,247,240,74,112
MATA5-6(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",25,0,0,25,1,160,180,7506,247,240,74,112
MATA5-7(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",22,3,0,25,0.88,160,180,7506,247,240,74,112
MATA5-8(4),Machaeranthera_tanacetifolia,NM2,Las Cruces,NM,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",15,1,9,16,0.94,160,180,7506,247,240,74,112
MACA1-1(1),Dieteria_canescens,UT1,San Juan,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",20,2,3,22,0.91,93,149,8889,159,322,23,82
MACA1-2(1),Dieteria_canescens,UT1,San Juan,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",18,5,2,23,0.78,93,149,8889,159,322,23,82
MACA1-3(1),Dieteria_canescens,UT1,San Juan,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",1,1,0,2,0.5,93,149,8889,159,322,23,82
MACA1-4(1),Dieteria_canescens,UT1,San Juan,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",20,4,1,24,0.83,93,149,8889,159,322,23,82
MACA1-5(1),Dieteria_canescens,UT1,San Juan,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",19,0,7,19,1,93,149,8889,159,322,23,82
MACA1-6(1),Dieteria_canescens,UT1,San Juan,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",22,1,2,23,0.96,93,149,8889,159,322,23,82
MACA1-7(1),Dieteria_canescens,UT1,San Juan,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",20,0,5,20,1,93,149,8889,159,322,23,82
